Unnamed: 0.1,Unnamed: 0,id,tweet_text,Sentiment,Sentiment2,Sentiment3,majority_sentiment,cleaned_text,hashtags,users_mentioned,processed_text
255,255,42013,"Heute vor 20 Jahre unterzeichnete der damalige Bundespräsident Johannes Rau das rot-grüne Gesetz zur ""Eingetragenen Lebenspartnerschaft."" Damit durften gleichgeschlechtliche Paare erstmals vor den Traualter.  Ein wichtiger Meilenstein Richtung #Ehefüralle!  12 17 136",3,1,1,1,heute vor jahre unterzeichnete der damalige bundespräsident johannes rau das rot grüne gesetz zur eingetragenen lebenspartnerschaft damit durften gleichgeschlechtliche paare erstmals vor den traualter ein wichtiger meilenstein richtung #ehefüralle,['#ehefüralle'],[],jahre unterzeichnete damalige bundespräsident johannes rau rot grüne gesetz eingetragenen lebenspartnerschaft durften gleichgeschlechtliche paare erstmals traualter wichtiger meilenstein richtung
256,256,5386,"2021 ist da - der #cdupt21 rückt näher. Am 16.01. fällt die Entscheidung um den #CDUVorsitz! Zur Einstimmung gibt's hier 3,5 min. Zusammenfassung von 3x #CDULive mit  @ArminLaschet ,  @_FriedrichMerz  &  @n_roettgen . Und nächste Woche Freitag 19 Uhr heißt es: #Kandidatenrunde II! Diese Medien enthalten möglicherweise sensible Inhalte. Einstellungen ändern Anzeigen 26 9 34",3,3,3,3,ist da der #cdupt rückt näher am fällt die entscheidung um den #cduvorsitz zur einstimmung gibt s hier min zusammenfassung von x #cdulive mit und nächste woche freitag uhr heißt es #kandidatenrunde ii diese medien enthalten möglicherweise sensible inhalte einstellungen ändern anzeigen,"['#cdupt21', '#cduvorsitz', '#cdulive', '#kandidatenrunde']","['arminlaschet', '_friedrichmerz', 'n_roettgen']",rückt näher fällt entscheidung einstimmung min zusammenfassung x nächste freitag heißt ii medien enthalten möglicherweise sensible inhalte einstellungen ändern
257,257,19338,"Wo ist eigentlich die Nochkanzlerin? Man könnte den Eindruck gewinnen, Merkel will mit den Verlusten der CDU nichts zu tun haben, also so wie immer, wenn Probleme auftauchen. 137 359 2.335",2,2,2,2,wo ist eigentlich die nochkanzlerin man könnte den eindruck gewinnen merkel will mit den verlusten der cdu nichts zu tun haben also so wie immer wenn probleme auftauchen,[],[],eigentlich nochkanzlerin eindruck gewinnen merkel verlusten cdu probleme auftauchen
259,259,32152,"Dass Paul #Ziemiak Carolin #Emcke und den Antisemitismus-Vorwurf für ein billiges Wahlkampfmanöver instrumentalisiert, ist daneben. Dafür ist der Kampf gegen Antisemitismus zu wichtig und zu ernst. Ich erwarte eine Entschuldigung an  @C_Emcke , die in ihrer Haltung glasklar ist. 77 208 1.925",2,2,2,2,dass paul #ziemiak carolin #emcke und den antisemitismus vorwurf für ein billiges wahlkampfmanöver instrumentalisiert ist daneben dafür ist der kampf gegen antisemitismus zu wichtig und zu ernst ich erwarte eine entschuldigung an die in ihrer haltung glasklar ist,"['#ziemiak', '#emcke']",['c_emcke'],paul carolin antisemitismus vorwurf billiges wahlkampfmanöver instrumentalisiert daneben kampf antisemitismus wichtig ernst erwarte entschuldigung haltung glasklar
260,260,8426,"Wenn Kinder und Jugendliche nur noch vorm Rechner oder Tablet sitzen, kann es kritisch werden. Aber es gibt Hilfe, wie dieser Beitrag oder meine Kampagne http://familiefreundefollower.de zeigen. Gesunde Mediennutzung kann jeder und sollte jeder lernen! focus.de Hilfe, mein Kind ist internetsüchtig! Was Sie als Eltern jetzt tun sollten - Video Immer mehr Kinder und Jugendliche können die Nutzung digitaler Medien nicht mehr kontrollieren und entwickeln regelrecht Suchtsymptome – gerade die Pandemie hat diesen Effekt verstärkt. Als Eltern... 43 6 6",2,2,2,2,wenn kinder und jugendliche nur noch vorm rechner oder tablet sitzen kann es kritisch werden aber es gibt hilfe wie dieser beitrag oder meine kampagne zeigen gesunde mediennutzung kann jeder und sollte jeder lernen focus de hilfe mein kind ist internetsüchtig was sie als eltern jetzt tun sollten video immer mehr kinder und jugendliche können die nutzung digitaler medien nicht mehr kontrollieren und entwickeln regelrecht suchtsymptome gerade die pandemie hat diesen effekt verstärkt als eltern,[],[],kinder jugendliche vorm rechner tablet sitzen kritisch hilfe beitrag kampagne zeigen gesunde mediennutzung lernen focus hilfe kind internetsüchtig eltern sollten video kinder jugendliche nutzung digitaler medien kontrollieren entwickeln regelrecht suchtsymptome pandemie effekt verstärkt eltern
261,261,8294,"Guter Ansatz. ntv Nachrichten @ntvde  · 18. Feb. 2021 ""Chance vertan"": Müller verteilt Astrazeneca-Impfstoff neu https://n-tv.de/politik/Mueller-verteilt-Astrazeneca-Impfstoff-neu-article22372015.html?utm_source=twitter&utm_medium=dlvr.it&utm_campaign=ntvde&utm_term=ntvde… 27 1 5",1,4,1,1,guter ansatz ntv nachrichten feb chance vertan müller verteilt astrazeneca impfstoff neu,[],['ntvde'],guter ansatz ntv nachrichten feb chance vertan müller verteilt astrazeneca impfstoff neu
262,262,1056,"#Lockdown beenden, #Kinder schützen! #abernormal  Die junge Generation leidet ganz besonders unter den unverhältnismäßigen #Corona-Zwangsmaßnahmen der #Bundesregierung.  Was das bedeutet: https://afdkompakt.de/2021/05/28/lockdown-beenden-kinder-schuetzen/… 7 36 165",2,2,2,2,#lockdown beenden #kinder schützen #abernormal die junge generation leidet ganz besonders unter den unverhältnismäßigen #corona zwangsmaßnahmen der #bundesregierung was das bedeutet,"['#lockdown', '#kinder', '#abernormal', '#corona', '#bundesregierung']",[],beenden schützen junge generation leidet besonders unverhältnismäßigen zwangsmaßnahmen bedeutet
263,263,14006,"Wir gehen vollen Mutes & Geschlossenheit in den Wahlkampf 3 Tage haben wir um ehrgeiziges & umsetzbares Programm gerungen. Wo sich bei Mitbewerbern bisher nur Fragezeichen auftun, nehmen wir klaren Kurs auf eine Zukunft, die Klimaschutz, Wohlstand & soz. Gerechtigkeit vereint! BÜNDNIS 90/DIE GRÜNEN @Die_Gruenen  · 13. Juni Was für ein Wochenende! Wir haben @ABaerbock und Robert Habeck als Spitzenduo bestätigt und Annalena als Kanzlerkandidatin. Und: Wir haben ein Wahlprogramm abgestimmt. Yeah!   http://gruene.de/wahlprogramm 14 11 167",1,1,1,1,wir gehen vollen mutes geschlossenheit in den wahlkampf tage haben wir um ehrgeiziges umsetzbares programm gerungen wo sich bei mitbewerbern bisher nur fragezeichen auftun nehmen wir klaren kurs auf eine zukunft die klimaschutz wohlstand soz gerechtigkeit vereint bündnis die grünen juni was für ein wochenende wir haben und robert habeck als spitzenduo bestätigt und annalena als kanzlerkandidatin und wir haben ein wahlprogramm abgestimmt yeah,[],"['die_gruenen', 'abaerbock']",gehen vollen mutes geschlossenheit wahlkampf tage ehrgeiziges umsetzbares programm gerungen mitbewerbern bisher fragezeichen auftun nehmen klaren kurs zukunft klimaschutz wohlstand soz gerechtigkeit vereint bündnis grünen wochenende robert habeck spitzenduo bestätigt annalena kanzlerkandidatin wahlprogramm abgestimmt yeah
264,264,12709,Auch in diesem Jahr gratulieren  wir – aus der Ferne – unseren Geburtstagskindern.  #bpt21 #vielzutun 18,3,1,1,1,auch in diesem jahr gratulieren wir aus der ferne unseren geburtstagskindern #bpt #vielzutun,"['#bpt21', '#vielzutun']",[],jahr gratulieren ferne geburtstagskindern
265,265,3456,"Zukunft gestalten, sozial und gerecht.  @ABaerbock Renate Künast @RenateKuenast  · 1. Juli 2021 Ich sage: Wir nehmen jetzt die Zukunft in die Hand. Wir nehmen unsere Art zu Leben in die Hand, unsere Art der Produktion. Ich stehe für #Erneuerung, andere stehen für ein Weiter so. @ABaerbock bei #BrigitteLive 1 8 62",1,1,3,1,zukunft gestalten sozial und gerecht renate künast juli ich sage wir nehmen jetzt die zukunft in die hand wir nehmen unsere art zu leben in die hand unsere art der produktion ich stehe für #erneuerung andere stehen für ein weiter so bei #brigittelive,"['#erneuerung', '#brigittelive']","['abaerbock', 'renatekuenast', 'abaerbock']",zukunft gestalten sozial gerecht renate künast juli sage nehmen zukunft hand nehmen art hand art produktion stehe stehen
266,266,9417,Heute beginnen für uns Sondierungen. Die  @spdberlin  lud uns ins Kurt-Schuhmacher-Haus und wir nahmen die Einladung gern an. Jetzt sprechen  @SeeroiberJenny  @schatzbln  @Katina_Schubert  @sebastiank  und  @klauslederer  mit dem Team der SPD. 24 24 179,3,3,3,3,heute beginnen für uns sondierungen die lud uns ins kurt schuhmacher haus und wir nahmen die einladung gern an jetzt sprechen und mit dem team der spd,[],"['spdberlin', 'seeroiberjenny', 'schatzbln', 'katina_schubert', 'sebastiank', 'klauslederer']",beginnen sondierungen lud kurt schuhmacher haus nahmen einladung gern sprechen team spd
267,267,26793,Drei Schuss 'ne Mark. 112 114 2.744,3,3,3,3,drei schuss ne mark,[],[],drei schuss ne mark
268,268,41345,Kann ich mit Blick auf meine Kommentarspalten nur bestätigen. 148 675 7.942,3,3,3,3,kann ich mit blick auf meine kommentarspalten nur bestätigen,[],[],blick kommentarspalten bestätigen
269,269,40166,"„Die EU hatte ein verbindliches Warnsystem per Cell Broadcast bis 2022 einführen wollen. Deutschland aber drängte auf eine Ausnahme und bekam sie.“ spiegel.de Sascha Lobo über Cell Broadcast: Deutschlands bürokratische Verhöhnung des 21. Jahrhunderts Warum gibt es in Deutschland das zuverlässige Katastrophen-Warnsystem Cell Broadcast nicht? Das hat drei niederschmetternde Gründe: lächerlichen Geiz, peinliche Parteipolitik der CDU und tödliche... 17 188 422",2,2,2,2,die eu hatte ein verbindliches warnsystem per cell broadcast bis einführen wollen deutschland aber drängte auf eine ausnahme und bekam sie spiegel de sascha lobo über cell broadcast deutschlands bürokratische verhöhnung des jahrhunderts warum gibt es in deutschland das zuverlässige katastrophen warnsystem cell broadcast nicht das hat drei niederschmetternde gründe lächerlichen geiz peinliche parteipolitik der cdu und tödliche,[],[],eu verbindliches warnsystem per cell broadcast einführen deutschland drängte ausnahme bekam spiegel sascha lobo cell broadcast deutschlands bürokratische verhöhnung jahrhunderts warum deutschland zuverlässige katastrophen warnsystem cell broadcast drei niederschmetternde gründe lächerlichen geiz peinliche parteipolitik cdu tödliche
270,270,42079,"""Dass ein Mandatsträger bei der Beschaffung von Atemschutzmasken Kapital aus dem Mandat schlägt, ist moralisch zutiefst verwerflich. Sechsstellige Provisionen für die Übermittlung von Kontakten als „marktgerecht“ zu bezeichnen, ist zynisch"", findet  @DirkWieseSPD . #Löbel 20 28 170",2,2,2,2,dass ein mandatsträger bei der beschaffung von atemschutzmasken kapital aus dem mandat schlägt ist moralisch zutiefst verwerflich sechsstellige provisionen für die übermittlung von kontakten als marktgerecht zu bezeichnen ist zynisch findet #löbel,['#löbel'],['dirkwiesespd'],mandatsträger beschaffung atemschutzmasken kapital mandat schlägt moralisch zutiefst verwerflich sechsstellige provisionen übermittlung kontakten marktgerecht bezeichnen zynisch findet
271,271,21940,"Erstaunlich, wieviele Experten und Journalisten eine Wirksamkeit von 8% des Astra Wirkstoffs für möglich gehalten haben. Hätte bedeutet, dass Ältere mit Astra Geimpfte und Ungeimpfte nach Beginn Impfwirkung gleich oft Symptome zeigen. Das schadet stark tagesspiegel.de „Verdammte Trottel“ – Astrazeneca-Streit wird zur Schlammschlacht Ist der Impfstoff bei älteren Menschen kaum wirksam? Hinweise darauf verdichten sich. Die EMA schließt inzwischen eine begrenzte Zulassung nicht aus. 185 124 1.009",2,2,2,2,erstaunlich wieviele experten und journalisten eine wirksamkeit von des astra wirkstoffs für möglich gehalten haben hätte bedeutet dass ältere mit astra geimpfte und ungeimpfte nach beginn impfwirkung gleich oft symptome zeigen das schadet stark tagesspiegel de verdammte trottel astrazeneca streit wird zur schlammschlacht ist der impfstoff bei älteren menschen kaum wirksam hinweise darauf verdichten sich die ema schließt inzwischen eine begrenzte zulassung nicht aus,[],[],erstaunlich wieviele experten journalisten wirksamkeit astra wirkstoffs möglich gehalten hätte bedeutet ältere astra geimpfte ungeimpfte beginn impfwirkung gleich oft symptome zeigen schadet stark tagesspiegel verdammte trottel astrazeneca streit schlammschlacht impfstoff älteren menschen kaum wirksam hinweise darauf verdichten ema schließt inzwischen begrenzte zulassung
272,272,9837,"Treffen Sie mit ihrer Wahl am 26.9. eine Zukunftsentscheidung.  Es ist Zeit zu handeln, für soziale Gerechtigkeit, für Klimaschutz und für Frieden. Lassen Sie uns dafür kämpfen, dass es besser wird.  @DietmarBartsch    #machtdaslandgerecht  #Wahlkampftour  #DieLinke  #btw21 6 11 54",1,3,3,3,treffen sie mit ihrer wahl am eine zukunftsentscheidung es ist zeit zu handeln für soziale gerechtigkeit für klimaschutz und für frieden lassen sie uns dafür kämpfen dass es besser wird #machtdaslandgerecht #wahlkampftour #dielinke #btw,"['#machtdaslandgerecht', '#wahlkampftour', '#dielinke', '#btw21']",['dietmarbartsch'],treffen wahl zukunftsentscheidung handeln soziale gerechtigkeit klimaschutz frieden lassen kämpfen besser
273,273,22466,"Für besonders Interessierte: obwohl UK Studie bei Menschen noch läuft: Hier Studie Oxford/Imperial College im Mausexperiment, die nahe legt, dass AstraZeneca plus BionTech/ Moderna optimale Kombination sein könnte. https://biorxiv.org/content/10.1101/2021.01.28.428665v1… Prof. Karl Lauterbach @Karl_Lauterbach  · 28. Apr. Ich werde das als AstraZeneca Geimpfter auch oft gefragt: 2. Impfung mit Astra oder BionTech? Obwohl Studienlage noch nicht abgeschlossen: Stimme @Sander_Lab zu: Wahrscheinlich ist BionTech als 2. Impfung optimale Wahl. twitter.com/Sander_Lab/sta… 102 171 1.157",3,3,3,3,für besonders interessierte obwohl uk studie bei menschen noch läuft hier studie oxford imperial college im mausexperiment die nahe legt dass astrazeneca plus biontech moderna optimale kombination sein könnte prof karl lauterbach apr ich werde das als astrazeneca geimpfter auch oft gefragt impfung mit astra oder biontech obwohl studienlage noch nicht abgeschlossen stimme zu wahrscheinlich ist biontech als impfung optimale wahl twitter com sander lab sta,[],"['karl_lauterbach', 'sander_lab']",besonders interessierte obwohl uk studie menschen läuft studie oxford imperial college mausexperiment nahe legt astrazeneca plus biontech moderna optimale kombination prof karl lauterbach apr astrazeneca geimpfter oft gefragt impfung astra biontech obwohl studienlage abgeschlossen stimme wahrscheinlich biontech impfung optimale wahl twitter sander lab sta
274,274,20674,"Könnte das neben Überschwemmungen mit den über 49 °C in #Kanada zu tun haben? #Laschet von #Klimakrise überrascht BÜNDNIS 90/DIE GRÜNEN @Die_Gruenen  · 30. Juni 2021 Und Armin #Laschet so: „Aus irgendeinem Grund ist das Klimathema plötzlich ein weltweites Thema geworden."" Während die @CDU sich noch wundert, haben wir aufgeschrieben, wie wir der #Klimakrise begegnen können. Zu unserem Klimaschutz-Sofortprogramm & mehr: http://gruene.de/wahlprogramm 16 14 107",3,4,3,3,könnte das neben überschwemmungen mit den über c in #kanada zu tun haben #laschet von #klimakrise überrascht bündnis die grünen juni und armin #laschet so aus irgendeinem grund ist das klimathema plötzlich ein weltweites thema geworden während die sich noch wundert haben wir aufgeschrieben wie wir der #klimakrise begegnen können zu unserem klimaschutz sofortprogramm mehr,"['#kanada', '#laschet', '#klimakrise', '#laschet', '#klimakrise']","['die_gruenen', 'cdu']",neben überschwemmungen c überrascht bündnis grünen armin irgendeinem grund klimathema plötzlich weltweites thema geworden wundert aufgeschrieben begegnen klimaschutz sofortprogramm
